movie_key,tmdb_id,movie_title,release_date,wikipedia_url,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,director_1,director_2,cast_1,cast_2,cast_3,cast_4,cast_5,budget_usd,box_office_revenue_usd
mov_tmdb_297762,297762,Wonder Woman,2017-05-30,,Action,Adventure,Fantasy,,,,Patty Jenkins,,Gal Gadot,Chris Pine,Connie Nielsen,Robin Wright,Danny Huston,149000000,823970682
mov_tmdb_268531,268531,Captain Underpants: The First Epic Movie,2017-06-01,,Family,Comedy,Animation,Science Fiction,Action,,David Soren,,Kevin Hart,Thomas Middleditch,Ed Helms,Nick Kroll,Jordan Peele,38000000,125427681
mov_tmdb_282035,282035,The Mummy,2017-06-06,,Fantasy,Thriller,Action,Adventure,Horror,,Alex Kurtzman,,Tom Cruise,Annabelle Wallis,Sofia Boutella,Jake Johnson,Courtney B. Vance,125000000,409231607
mov_tmdb_260514,260514,Cars 3,2017-06-15,,Animation,Drama,Family,,,,Brian Fee,,Owen Wilson,Cristela Alonzo,Chris Cooper,Nathan Fillion,Larry the Cable Guy,175000000,383925276
mov_tmdb_324852,324852,Despicable Me 3,2017-06-15,,Action,Animation,Comedy,Family,Adventure,,Kyle Balda,Pierre Coffin,Steve Carell,Kristen Wiig,Trey Parker,Miranda Cosgrove,Dana Gaier,80000000,1034800131
mov_tmdb_335988,335988,Transformers: The Last Knight,2017-06-16,,Action,Adventure,Science Fiction,,,,Michael Bay,,Mark Wahlberg,Laura Haddock,Peter Cullen,Anthony Hopkins,Erik Aadahl,217000000,605425157
mov_tmdb_339403,339403,Baby Driver,2017-06-28,,Action,Crime,,,,,Edgar Wright,,Ansel Elgort,Kevin Spacey,Lily James,Jon Hamm,Jamie Foxx,34000000,226945087
mov_tmdb_315635,315635,Spider-Man: Homecoming,2017-07-05,,Action,Adventure,Science Fiction,,,,Jon Watts,,Tom Holland,Michael Keaton,Robert Downey Jr.,Marisa Tomei,Jon Favreau,175000000,880978185
mov_tmdb_281338,281338,War for the Planet of the Apes,2017-07-11,,Drama,Science Fiction,War,,,,Matt Reeves,,Andy Serkis,Woody Harrelson,Karin Konoval,Terry Notary,Steve Zahn,150000000,490719763
mov_tmdb_415842,415842,American Assassin,2017-07-14,,Action,Adventure,Thriller,,,,Michael Cuesta,,Dylan O'Brien,Michael Keaton,Taylor Kitsch,Shiva Negar,Sanaa Lathan,33000000,67200000
mov_tmdb_374720,374720,Dunkirk,2017-07-19,,War,Action,Drama,,,,Christopher Nolan,,Fionn Whitehead,Tom Hardy,Mark Rylance,Kenneth Branagh,Cillian Murphy,150000000,549136737
mov_tmdb_339964,339964,Valerian and the City of a Thousand Planets,2017-07-19,,Adventure,Science Fiction,Action,,,,Luc Besson,,Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna,Ethan Hawke,177200000,225973340
mov_tmdb_417870,417870,Girls Trip,2017-07-21,,Comedy,Romance,Adventure,,,,Malcolm D. Lee,,Regina Hall,Queen Latifah,Jada Pinkett Smith,Tiffany Haddish,Larenz Tate,19000000,140376621
mov_tmdb_378236,378236,The Emoji Movie,2017-07-23,,Animation,Family,Comedy,,,,Tony Leondis,,T.J. Miller,James Corden,Anna Faris,Maya Rudolph,Steven Wright,50000000,216909830
mov_tmdb_341013,341013,Atomic Blonde,2017-07-26,,Action,Thriller,,,,,David Leitch,,Charlize Theron,James McAvoy,Eddie Marsan,John Goodman,Toby Jones,30000000,100014025
mov_tmdb_452557,452557,Wolf Warrior 2,2017-07-27,,War,Action,,,,,Wu Jing,,Wu Jing,Frank Grillo,Celina Jade,Hans Zhang,Wu Gang,30100000,870325439
mov_tmdb_437068,437068,A Taxi Driver,2017-08-02,,Drama,History,,,,,Jang Hoon,,Song Kang-ho,Thomas Kretschmann,Yoo Hai-jin,Ryu Jun-yeol,Park Hyuk-kwon,12820005,81927980
mov_tmdb_396422,396422,Annabelle: Creation,2017-08-03,,Horror,,,,,,David F. Sandberg,,Stephanie Sigman,Talitha Eliana Bateman,Lulu Wilson,Anthony LaPaglia,Miranda Otto,15000000,306592201
mov_tmdb_353491,353491,The Dark Tower,2017-08-03,,Fantasy,Action,Science Fiction,,,,Nikolaj Arcel,,Idris Elba,Matthew McConaughey,Tom Taylor,Claudia Kim,Fran Kranz,60000000,113231078
mov_tmdb_431530,431530,A Bad Moms Christmas,2017-08-04,,Comedy,,,,,,Scott Moore,Jon Lucas,Mila Kunis,Kristen Bell,Kathryn Hahn,Christine Baranski,Susan Sarandon,28000000,130560428
mov_tmdb_335777,335777,The Nut Job 2: Nutty by Nature,2017-08-11,,Animation,Family,Adventure,Comedy,,,Cal Brunker,,Will Arnett,Maya Rudolph,Bobby Cannavale,Bobby Moynihan,Isabela Merced,40000000,68743485
mov_tmdb_390043,390043,The Hitman's Bodyguard,2017-08-16,,Action,Comedy,Crime,Thriller,,,Patrick Hughes,,Ryan Reynolds,Samuel L. Jackson,Gary Oldman,Salma Hayek Pinault,Élodie Yung,30000000,176586701
mov_tmdb_337170,337170,American Made,2017-08-18,,Comedy,Crime,Drama,,,,Doug Liman,,Tom Cruise,Domhnall Gleeson,Sarah Wright,Jesse Plemons,Caleb Landry Jones,50000000,133511855
mov_tmdb_391713,391713,Lady Bird,2017-09-01,,Drama,Comedy,,,,,Greta Gerwig,,Saoirse Ronan,Laurie Metcalf,Tracy Letts,Lucas Hedges,Timothée Chalamet,10000000,79000000
mov_tmdb_346364,346364,It,2017-09-06,,Horror,Thriller,Drama,,,,Andy Muschietti,,Jaeden Martell,Jeremy Ray Taylor,Sophia Lillis,Finn Wolfhard,Chosen Jacobs,35000000,719766009
mov_tmdb_423899,423899,Victoria & Abdul,2017-09-13,,Drama,History,,,,,Stephen Frears,,Judi Dench,Ali Fazal,Tim Pigott-Smith,Suzy Eddie Izzard,Adeel Akhtar,22000000,66558465
mov_tmdb_343668,343668,Kingsman: The Golden Circle,2017-09-20,,Action,Adventure,Comedy,Crime,Science Fiction,,Matthew Vaughn,,Taron Egerton,Colin Firth,Julianne Moore,Mark Strong,Hanna Alström,104000000,410902662
mov_tmdb_274862,274862,The Lego Ninjago Movie,2017-09-21,,Action,Adventure,Animation,Comedy,Family,,Charlie Bean,Bob Logan,Dave Franco,Justin Theroux,Fred Armisen,Abbi Jacobson,Olivia Munn,70000000,123081555
mov_tmdb_449927,449927,Chasing the Dragon,2017-09-28,,Action,Crime,Thriller,,,,Wong Jing,Jason Kwan,Donnie Yen,Andy Lau,Kent Cheng Jak-Si,Philip Keung Ho-Man,Wilfred Lau Ho-Lung,30000000,87965942
mov_tmdb_379149,379149,The Foreigner,2017-09-28,,Action,Thriller,Crime,,,,Martin Campbell,,Pierce Brosnan,Jackie Chan,Rory Fleck-Byrne,Ray Fearon,Charlie Murphy,35000000,145374099
mov_tmdb_284053,284053,Thor: Ragnarok,2017-10-02,,Action,Science Fiction,Comedy,,,,Taika Waititi,,Chris Hemsworth,Mark Ruffalo,Tom Hiddleston,Cate Blanchett,Idris Elba,180000000,855301806
mov_tmdb_335984,335984,Blade Runner 2049,2017-10-04,,Science Fiction,Drama,,,,,Denis Villeneuve,,Ryan Gosling,Harrison Ford,Ana de Armas,Dave Bautista,Robin Wright,150000000,259239658
mov_tmdb_335360,335360,My Little Pony: The Movie,2017-10-05,,Family,Animation,Adventure,Fantasy,,,Jayson Thiessen,,Tara Strong,Ashleigh Ball,Andrea Libman,Tabitha St. Germain,Cathy Weseluck,6000000,61294644
mov_tmdb_290512,290512,The Mountain Between Us,2017-10-05,,Drama,Adventure,Romance,,,,Hany Abu-Assad,,Idris Elba,Kate Winslet,Dermot Mulroney,Beau Bridges,Linda Sorensen,35000000,62832209
mov_tmdb_496230,496230,Heartthrob,2017-10-10,,Drama,Romance,Thriller,,,,Chris Sivertson,,Aubrey Shea,Keir Gilchrist,Peter Facinelli,Jimmy Bennett,Ione Skye,4000000,90000000
mov_tmdb_274855,274855,Geostorm,2017-10-12,,Action,Science Fiction,Thriller,,,,Dean Devlin,,Gerard Butler,Alexandra Maria Lara,Jim Sturgess,Abbie Cornish,Ed Harris,120000000,221600160
mov_tmdb_440021,440021,Happy Death Day,2017-10-12,,Comedy,Horror,Mystery,,,,Christopher Landon,,Jessica Rothe,Israel Broussard,Charles Aitken,Ruby Modine,Blaine Kern III,4800000,125479266
mov_tmdb_298250,298250,Jigsaw,2017-10-25,,Horror,Mystery,,,,,Michael Spierig,Peter Spierig,Tobin Bell,Matt Passmore,Callum Keith Rennie,Hannah Emily Anderson,Clé Bennett,10000000,104223315
mov_tmdb_354912,354912,Coco,2017-10-27,,Family,Animation,Music,Adventure,,,Lee Unkrich,,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Alanna Ubach,Renée Victor,175000000,814641172
mov_tmdb_392044,392044,Murder on the Orient Express,2017-11-03,,Mystery,Drama,Crime,,,,Kenneth Branagh,,Kenneth Branagh,Tom Bateman,Michelle Pfeiffer,Johnny Depp,Josh Gad,55000000,352800000
mov_tmdb_419680,419680,Daddy's Home 2,2017-11-09,,Comedy,,,,,,Sean Anders,,Will Ferrell,Mark Wahlberg,Mel Gibson,John Lithgow,Linda Cardellini,69000000,180613180
mov_tmdb_346648,346648,Paddington 2,2017-11-09,,Adventure,Comedy,Family,,,,Paul King,,Ben Whishaw,Sally Hawkins,Hugh Bonneville,Madeleine Harris,Samuel Joslin,40000000,290132513
mov_tmdb_406997,406997,Wonder,2017-11-13,,Family,Drama,,,,,Stephen Chbosky,,Jacob Tremblay,Julia Roberts,Owen Wilson,Izabela Vidovic,Noah Jupe,20000000,315025930
mov_tmdb_141052,141052,Justice League,2017-11-15,,Action,Adventure,Science Fiction,,,,Zack Snyder,,Ben Affleck,Henry Cavill,Amy Adams,Gal Gadot,Ezra Miller,300000000,661326987
mov_tmdb_399404,399404,Darkest Hour,2017-11-22,,Drama,History,,,,,Joe Wright,,Gary Oldman,Stephen Dillane,Lily James,Ronald Pickup,Ben Mendelsohn,30000000,150847207
mov_tmdb_399055,399055,The Shape of Water,2017-12-01,,Drama,Fantasy,Romance,,,,Guillermo del Toro,,Sally Hawkins,Michael Shannon,Richard Jenkins,Octavia Spencer,Michael Stuhlbarg,19500000,195300000
mov_tmdb_359940,359940,"Three Billboards Outside Ebbing, Missouri",2017-12-01,,Crime,Drama,,,,,Martin McDonagh,,Frances McDormand,Woody Harrelson,Sam Rockwell,Abbie Cornish,Lucas Hedges,15000000,162729321
mov_tmdb_396371,396371,Molly's Game,2017-12-07,,Drama,Crime,,,,,Aaron Sorkin,,Jessica Chastain,Idris Elba,Kevin Costner,Michael Cera,Jeremy Strong,30000000,59284015
mov_tmdb_364689,364689,Ferdinand,2017-12-09,,Animation,Family,Adventure,Comedy,,,Carlos Saldanha,,John Cena,Kate McKinnon,Anthony Anderson,Bobby Cannavale,Peyton Manning,111000000,295038508
mov_tmdb_353486,353486,Jumanji: Welcome to the Jungle,2017-12-09,,Adventure,Comedy,Fantasy,Action,,,Jake Kasdan,,Dwayne Johnson,Kevin Hart,Jack Black,Karen Gillan,Rhys Darby,90000000,995339117
mov_tmdb_181808,181808,Star Wars: The Last Jedi,2017-12-13,,Adventure,Action,Science Fiction,,,,Rian Johnson,,Mark Hamill,Carrie Fisher,Adam Driver,Daisy Ridley,John Boyega,300000000,1334407706
mov_tmdb_441909,441909,Tiger Zinda Hai,2017-12-18,,Action,Adventure,Thriller,,,,Ali Abbas Zafar,,Salman Khan,Katrina Kaif,Girish Karnad,Paresh Rawal,Angad Bedi,19000000,86610000
mov_tmdb_397567,397567,Along with the Gods: The Two Worlds,2017-12-20,,Action,Adventure,Drama,Fantasy,Thriller,,Kim Yong-hwa,,Ha Jung-woo,Cha Tae-hyun,Ju Ji-hoon,Kim Hyang-gi,Lee Jung-jae,18300000,125983972
mov_tmdb_353616,353616,Pitch Perfect 3,2017-12-20,,Music,Comedy,,,,,Trish Sie,,Anna Kendrick,Rebel Wilson,Brittany Snow,Hailee Steinfeld,Elizabeth Banks,45000000,185400345
mov_tmdb_316029,316029,The Greatest Showman,2017-12-20,,Drama,,,,,,Michael Gracey,,Hugh Jackman,Zac Efron,Michelle Williams,Rebecca Ferguson,Zendaya,84000000,459066134
mov_tmdb_446791,446791,All the Money in the World,2017-12-21,,Crime,History,Thriller,Drama,,,Ridley Scott,,Michelle Williams,Mark Wahlberg,Christopher Plummer,Charlie Plummer,Romain Duris,50000000,56996304
mov_tmdb_446354,446354,The Post,2017-12-22,,Drama,History,,,,,Steven Spielberg,,Meryl Streep,Tom Hanks,Sarah Paulson,Bob Odenkirk,Tracy Letts,50000000,179769467
mov_tmdb_406563,406563,Insidious: The Last Key,2018-01-03,,Horror,Thriller,,,,,Adam Robitel,,Lin Shaye,Leigh Whannell,Angus Sampson,Kirk Acevedo,Caitlin Gerard,10000000,172811971
mov_tmdb_336843,336843,Maze Runner: The Death Cure,2018-01-10,,Science Fiction,Action,Adventure,Thriller,,,Wes Ball,,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Ki Hong Lee,Dexter Darden,62000000,288418190
mov_tmdb_399035,399035,The Commuter,2018-01-11,,Action,Thriller,Mystery,,,,Jaume Collet-Serra,,Liam Neeson,Patrick Wilson,Sam Neill,Jonathan Banks,Vera Farmiga,30000000,119942387
mov_tmdb_337167,337167,Fifty Shades Freed,2018-01-17,,Drama,Romance,,,,,James Foley,,Dakota Johnson,Jamie Dornan,Eric Johnson,Eloise Mumford,Rita Ora,55000000,371985018
mov_tmdb_429351,429351,12 Strong,2018-01-18,,War,Drama,Action,History,,,Nicolai Fuglsig,,Chris Hemsworth,Michael Shannon,Michael Peña,Navid Negahban,Trevante Rhodes,35000000,67450815
mov_tmdb_449443,449443,Den of Thieves,2018-01-18,,Crime,Thriller,Action,,,,Christian Gudegast,,Gerard Butler,Pablo Schreiber,O'Shea Jackson Jr.,50 Cent,Meadow Williams,30000000,80509622
mov_tmdb_432527,432527,Padmaavat,2018-01-25,,Drama,History,Romance,,,,Sanjay Leela Bhansali,,Deepika Padukone,Shahid Kapoor,Ranveer Singh,Jim Sarbh,Aayam Mehta,31000000,81673897
mov_tmdb_381719,381719,Peter Rabbit,2018-02-07,,Animation,Adventure,Family,,,,Will Gluck,,James Corden,Rose Byrne,Domhnall Gleeson,Margot Robbie,Elizabeth Debicki,50000000,351266433
mov_tmdb_284054,284054,Black Panther,2018-02-13,,Action,Adventure,Science Fiction,,,,Ryan Coogler,,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Danai Gurira,Martin Freeman,200000000,1349926083
mov_tmdb_470878,470878,I Can Only Imagine,2018-02-14,,Music,Drama,,,,,Jon Erwin,Andrew Erwin,J. Michael Finley,Madeline Carroll,Dennis Quaid,Trace Adkins,Cloris Leachman,7000000,86086881
mov_tmdb_445571,445571,Game Night,2018-02-15,,Mystery,Comedy,Crime,,,,John Francis Daley,Jonathan Goldstein,Jason Bateman,Rachel McAdams,Kyle Chandler,Sharon Horgan,Billy Magnussen,37000000,117501013
mov_tmdb_505513,505513,Detective Chinatown 2,2018-02-16,,Comedy,Mystery,,,,,Chen Sicheng,,Wang Baoqiang,Liu Haoran,Xiao Yang,Natasha Liu Bordizzo,Shang Yuxian,63000000,544185156
mov_tmdb_449176,449176,"Love, Simon",2018-02-16,,Comedy,Drama,Romance,,,,Greg Berlanti,,Nick Robinson,Jennifer Garner,Josh Duhamel,Katherine Langford,Alexandra Shipp,17000000,66316289
mov_tmdb_460555,460555,Operation Red Sea,2018-02-16,,Action,Thriller,War,Adventure,,,Dante Lam Chiu-yin,,Zhang Yi,Johnny Huang,Hai Qing,Du Jiang,Zhang Hanyu,70000000,579330426
mov_tmdb_437543,437543,The Monkey King 3,2018-02-16,,Adventure,Fantasy,Action,Family,,,Soi Cheang,,Aaron Kwok Fu-Shing,William Feng,Zhao Liying,Xiao Shenyang,Lo Chung-Him,87000000,115089944
mov_tmdb_401981,401981,Red Sparrow,2018-02-28,,Thriller,Mystery,,,,,Francis Lawrence,,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Charlotte Rampling,Jeremy Irons,69000000,151572634
mov_tmdb_338970,338970,Tomb Raider,2018-03-05,,Action,Adventure,Fantasy,,,,Roar Uthaug,,Alicia Vikander,Dominic West,Walton Goggins,Daniel Wu,Kristin Scott Thomas,94000000,274650803
mov_tmdb_407451,407451,A Wrinkle in Time,2018-03-08,,Adventure,Science Fiction,Family,Fantasy,,,Ava DuVernay,,Storm Reid,Oprah Winfrey,Reese Witherspoon,Mindy Kaling,Levi Miller,103000000,132675864
mov_tmdb_437557,437557,Blockers,2018-03-14,,Comedy,,,,,,Kay Cannon,,Leslie Mann,John Cena,Ike Barinholtz,Kathryn Newton,Geraldine Viswanathan,21000000,94019120
mov_tmdb_370567,370567,Sherlock Gnomes,2018-03-15,,Animation,Family,Comedy,Adventure,Mystery,,John Stevenson,,Johnny Depp,Emily Blunt,James McAvoy,Chiwetel Ejiofor,Mary J. Blige,59000000,90497778
mov_tmdb_268896,268896,Pacific Rim: Uprising,2018-03-21,,Action,Fantasy,Science Fiction,Adventure,,,Steven S. DeKnight,,John Boyega,Scott Eastwood,Cailee Spaeny,Jing Tian,Rinko Kikuchi,150000000,290061297
mov_tmdb_399174,399174,Isle of Dogs,2018-03-23,,Adventure,Comedy,Animation,,,,Wes Anderson,,Bryan Cranston,Koyu Rankin,Bob Balaban,Edward Norton,Bill Murray,35000000,72991435
mov_tmdb_333339,333339,Ready Player One,2018-03-28,,Adventure,Action,Science Fiction,,,,Steven Spielberg,,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Lena Waithe,T.J. Miller,175000000,607274134
mov_tmdb_447332,447332,A Quiet Place,2018-04-03,,Horror,Drama,Science Fiction,,,,John Krasinski,,Emily Blunt,John Krasinski,Millicent Simmonds,Noah Jupe,Cade Woodward,17000000,340955294
mov_tmdb_427641,427641,Rampage,2018-04-11,,Action,Adventure,Science Fiction,,,,Brad Peyton,,Dwayne Johnson,Naomie Harris,Malin Åkerman,Jeffrey Dean Morgan,Jake Lacy,120000000,428028233
mov_tmdb_460019,460019,Truth or Dare,2018-04-12,,Thriller,Horror,,,,,Jeff Wadlow,,Nolan Gerard Funk,Lucy Hale,Violett Beane,Tyler Posey,Hayden Szeto,3500000,95330493
mov_tmdb_454619,454619,Overboard,2018-04-13,,Romance,Comedy,,,,,Rob Greenberg,,Anna Faris,Eugenio Derbez,Eva Longoria,John Hannah,Swoosie Kurtz,12000000,91244913
mov_tmdb_460668,460668,I Feel Pretty,2018-04-19,,Comedy,Romance,,,,,Abby Kohn,Marc Silverstein,Amy Schumer,Michelle Williams,Tom Hopper,Rory Scovel,Adrian Martinez,32000000,94539426
mov_tmdb_299536,299536,Avengers: Infinity War,2018-04-25,,Adventure,Action,Science Fiction,,,,Joe Russo,Anthony Russo,Robert Downey Jr.,Chris Evans,Chris Hemsworth,Josh Brolin,Mark Ruffalo,300000000,2052415039
mov_tmdb_527729,527729,Asterix: The Secret of the Magic Potion,2018-05-12,,Family,Animation,Comedy,Adventure,,,Alexandre Astier,Louis Clichy,Christian Clavier,Guillaume Briat,Alex Lutz,Alexandre Astier,Élie Semoun,36000000,74488686
mov_tmdb_383498,383498,Deadpool 2,2018-05-15,,Action,Comedy,Adventure,,,,David Leitch,,Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,Zazie Beetz,110000000,785896632
mov_tmdb_348350,348350,Solo: A Star Wars Story,2018-05-15,,Science Fiction,Adventure,Action,,,,Ron Howard,,Alden Ehrenreich,Joonas Suotamo,Woody Harrelson,Emilia Clarke,Donald Glover,250000000,392952373
mov_tmdb_502682,502682,Book Club,2018-05-18,,Romance,Comedy,Drama,,,,Bill Holderman,,Diane Keaton,Jane Fonda,Candice Bergen,Mary Steenburgen,Craig T. Nelson,10000000,78720293
mov_tmdb_455980,455980,Tag,2018-05-30,,Comedy,Action,,,,,Jeff Tomsic,,Ed Helms,Jon Hamm,Jeremy Renner,Jake Johnson,Hannibal Buress,28000000,75100000
mov_tmdb_351286,351286,Jurassic World: Fallen Kingdom,2018-06-06,,Adventure,Science Fiction,Thriller,,,,J. A. Bayona,,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Justice Smith,Daniella Pineda,170000000,1310469037
mov_tmdb_493922,493922,Hereditary,2018-06-07,,Horror,Mystery,Thriller,,,,Ari Aster,,Toni Collette,Alex Wolff,Gabriel Byrne,Milly Shapiro,Ann Dowd,10000000,87796204
mov_tmdb_402900,402900,Ocean's Eight,2018-06-07,,Crime,Comedy,Action,,,,Gary Ross,,Sandra Bullock,Cate Blanchett,Anne Hathaway,Mindy Kaling,Sarah Paulson,70000000,297718711
mov_tmdb_260513,260513,Incredibles 2,2018-06-14,,Action,Adventure,Animation,Family,,,Brad Bird,,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,Catherine Keener,200000000,1243225667
mov_tmdb_400535,400535,Sicario: Day of the Soldado,2018-06-27,,Action,Crime,Thriller,,,,Stefano Sollima,,Benicio del Toro,Josh Brolin,Isabela Merced,Jeffrey Donovan,Catherine Keener,35000000,75836683
mov_tmdb_400155,400155,Hotel Transylvania 3: Summer Vacation,2018-06-28,,Animation,Comedy,Family,Fantasy,,,Genndy Tartakovsky,,Adam Sandler,Kathryn Hahn,Selena Gomez,Jim Gaffigan,Andy Samberg,80000000,528600000
mov_tmdb_496328,496328,Sanju,2018-06-29,,Drama,,,,,,Rajkumar Hirani,,Ranbir Kapoor,Paresh Rawal,Vicky Kaushal,Anushka Sharma,Dia Mirza,21918618,67414985
mov_tmdb_363088,363088,Ant-Man and the Wasp,2018-07-04,,Action,Adventure,Science Fiction,,,,Peyton Reed,,Paul Rudd,Evangeline Lilly,Michael Douglas,Hannah John-Kamen,Randall Park,140000000,622674139
mov_tmdb_442249,442249,The First Purge,2018-07-04,,Action,Horror,Thriller,,,,Gerard McMurray,,Y'lan Noel,Lex Scott Davis,Joivan Wade,Steve Harris,Mugga,13000000,137056262
mov_tmdb_447200,447200,Skyscraper,2018-07-11,,Action,Thriller,Adventure,,,,Rawson Marshall Thurber,,Dwayne Johnson,Neve Campbell,Chin Han,Roland Møller,Noah Taylor,125000000,304870828
mov_tmdb_458423,458423,Mamma Mia! Here We Go Again,2018-07-18,,Comedy,Romance,,,,,Ol Parker,,Amanda Seyfried,Lily James,Pierce Brosnan,Colin Firth,Stellan Skarsgård,75000000,395607854
mov_tmdb_345887,345887,The Equalizer 2,2018-07-19,,Action,Thriller,Crime,,,,Antoine Fuqua,,Denzel Washington,Pedro Pascal,Ashton Sanders,Orson Bean,Bill Pullman,62000000,190400157
mov_tmdb_353081,353081,Mission: Impossible - Fallout,2018-07-25,,Action,Adventure,,,,,Christopher McQuarrie,,Tom Cruise,Henry Cavill,Ving Rhames,Simon Pegg,Rebecca Ferguson,178000000,824171374
mov_tmdb_497333,497333,Code Blue: The Movie,2018-07-27,,Action,Adventure,Drama,,,,Masaki Nishiura,,Tomohisa Yamashita,Yui Aragaki,Erika Toda,Manami Higa,Yōsuke Asari,1250000,78778562
mov_tmdb_518068,518068,Along with the Gods: The Last 49 Days,2018-08-01,,Action,Adventure,Fantasy,Thriller,,,Kim Yong-hwa,,Ha Jung-woo,Ju Ji-hoon,Kim Hyang-gi,Don Lee,Kim Dong-wook,18300000,112790210
mov_tmdb_420814,420814,Christopher Robin,2018-08-01,,Adventure,Comedy,Family,Fantasy,,,Marc Forster,,Ewan McGregor,Hayley Atwell,Bronte Carmichael,Jim Cummings,Brad Garrett,75000000,197744825
mov_tmdb_487558,487558,BlacKkKlansman,2018-08-09,,Crime,Comedy,Drama,History,,,Spike Lee,,John David Washington,Adam Driver,Topher Grace,Laura Harrier,Alec Baldwin,15000000,93411426
mov_tmdb_345940,345940,The Meg,2018-08-09,,Action,Science Fiction,Horror,,,,Jon Turteltaub,,Jason Statham,Li Bingbing,Rainn Wilson,Cliff Curtis,Ruby Rose,150000000,530517320
mov_tmdb_455207,455207,Crazy Rich Asians,2018-08-15,,Comedy,Romance,,,,,Jon M. Chu,,Constance Wu,Henry Golding,Michelle Yeoh,Gemma Chan,Lisa Lu,30000000,238539198
mov_tmdb_347375,347375,Mile 22,2018-08-16,,Action,Thriller,,,,,Peter Berg,,Mark Wahlberg,Lauren Cohan,Iko Uwais,John Malkovich,Ronda Rousey,35000000,66308758
mov_tmdb_399360,399360,Alpha,2018-08-17,,Adventure,Drama,,,,,Albert Hughes,,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk,Jens Hultén,Natassia Malthe,51000000,99630675
mov_tmdb_463272,463272,Johnny English Strikes Again,2018-08-30,,Action,Adventure,Comedy,,,,David Kerr,,Rowan Atkinson,Olga Kurylenko,Ben Miller,Emma Thompson,Jake Lacy,25000000,158972570
mov_tmdb_439079,439079,The Nun,2018-09-05,,Horror,,,,,,Corin Hardy,,Taissa Farmiga,Demián Bichir,Bonnie Aarons,Jonas Bloquet,Ingrid Bisu,22000000,366082797
mov_tmdb_346910,346910,The Predator,2018-09-05,,Science Fiction,Action,Thriller,,,,Shane Black,,Boyd Holbrook,Trevante Rhodes,Sterling K. Brown,Jacob Tremblay,Keegan-Michael Key,88000000,160542134
mov_tmdb_484247,484247,A Simple Favor,2018-09-13,,Thriller,Comedy,Mystery,,,,Paul Feig,,Anna Kendrick,Blake Lively,Henry Golding,Rupert Friend,Linda Cardellini,20000000,97644617
mov_tmdb_463821,463821,The House with a Clock in Its Walls,2018-09-15,,Comedy,Family,Fantasy,Horror,Mystery,,Eli Roth,,Jack Black,Cate Blanchett,Owen Vaccaro,Kyle MacLachlan,Renée Elise Goldsberry,42000000,131523093
mov_tmdb_446894,446894,Smallfoot,2018-09-20,,Family,Comedy,Adventure,Animation,Fantasy,,Karey Kirkpatrick,,Channing Tatum,James Corden,Zendaya,Common,LeBron James,80000000,214115531
mov_tmdb_335983,335983,Venom,2018-09-28,,Science Fiction,Action,,,,,Ruben Fleischer,,Tom Hardy,Michelle Williams,Riz Ahmed,Scott Haze,Reid Scott,116000000,856085151
mov_tmdb_463319,463319,Shadow,2018-09-30,,Action,War,,,,,Zhang Yimou,,Deng Chao,Sun Li,Ryan Zheng Kai,Wang Qianyuan,Wang Jingchun,44005000,91708374
mov_tmdb_332562,332562,A Star Is Born,2018-10-03,,Music,Drama,Romance,,,,Bradley Cooper,,Lady Gaga,Bradley Cooper,Sam Elliott,Andrew Dice Clay,Rafi Gavron,36000000,436388866
mov_tmdb_369972,369972,First Man,2018-10-10,,History,Drama,,,,,Damien Chazelle,,Ryan Gosling,Claire Foy,Jason Clarke,Kyle Chandler,Corey Stoll,70000000,105713218
mov_tmdb_442062,442062,Goosebumps 2: Haunted Halloween,2018-10-11,,Comedy,Fantasy,Horror,Family,,,Ari Sandel,,Jeremy Ray Taylor,Madison Iseman,Caleel Harris,Mick Wingert,Wendi McLendon-Covey,35000000,93320380
mov_tmdb_424139,424139,Halloween,2018-10-18,,Horror,Thriller,,,,,David Gordon Green,,Jamie Lee Curtis,Judy Greer,Andi Matichak,James Jude Courtney,Nick Castle,10000000,259939869
mov_tmdb_424694,424694,Bohemian Rhapsody,2018-10-24,,Music,Drama,,,,,Bryan Singer,,Rami Malek,Gwilym Lee,Ben Hardy,Joseph Mazzello,Lucy Boynton,52000000,910813521
mov_tmdb_426543,426543,The Nutcracker and the Four Realms,2018-10-26,,Family,Fantasy,Adventure,,,,Lasse Hallström,Joe Johnston,Mackenzie Foy,Jayden Fowora-Knight,Tom Sweet,Keira Knightley,Helen Mirren,120000000,173961069
